LAD 2021 Code,LAD 2021 Name,LSOA 2021 Code,LSOA 2021 Name,2022
E09000028,Southwark,E01003929,Southwark 002B,2075
E09000028,Southwark,E01003930,Southwark 034A,2121
E09000028,Southwark,E01003932,Southwark 034B,1565
E09000028,Southwark,E01003933,Southwark 034C,2620
E09000028,Southwark,E01003934,Southwark 002C,2152
E09000028,Southwark,E01003935,Southwark 002D,1370
E09000028,Southwark,E01003936,Southwark 009A,1767
E09000028,Southwark,E01003937,Southwark 009B,1590
E09000028,Southwark,E01003938,Southwark 006A,1903
E09000028,Southwark,E01003939,Southwark 002E,2085
E09000028,Southwark,E01003940,Southwark 006B,1569
E09000028,Southwark,E01003941,Southwark 006C,1939
E09000028,Southwark,E01003942,Southwark 006D,2009
E09000028,Southwark,E01003943,Southwark 009C,1487
E09000028,Southwark,E01003945,Southwark 033A,1750
E09000028,Southwark,E01003946,Southwark 033B,1821
E09000028,Southwark,E01003947,Southwark 033C,1579
E09000028,Southwark,E01003948,Southwark 033D,1732
E09000028,Southwark,E01003949,Southwark 032A,1888
E09000028,Southwark,E01003950,Southwark 032B,1981
E09000028,Southwark,E01003951,Southwark 033E,1422
E09000028,Southwark,E01003952,Southwark 030A,1676
E09000028,Southwark,E01003953,Southwark 028A,2050
E09000028,Southwark,E01003954,Southwark 030B,1636
E09000028,Southwark,E01003955,Southwark 028B,1882
E09000028,Southwark,E01003956,Southwark 030C,1880
E09000028,Southwark,E01003957,Southwark 032C,1819
E09000028,Southwark,E01003958,Southwark 032D,2011
E09000028,Southwark,E01003960,Southwark 012A,2139
E09000028,Southwark,E01003961,Southwark 012B,2024
E09000028,Southwark,E01003963,Southwark 016A,1711
E09000028,Southwark,E01003966,Southwark 015B,2176
E09000028,Southwark,E01003969,Southwark 017B,2463
E09000028,Southwark,E01003971,Southwark 015D,1364
E09000028,Southwark,E01003972,Southwark 016D,1388
E09000028,Southwark,E01003973,Southwark 016E,1693
E09000028,Southwark,E01003975,Southwark 004A,1787
E09000028,Southwark,E01003976,Southwark 036D,2323
E09000028,Southwark,E01003977,Southwark 010A,1873
E09000028,Southwark,E01003979,Southwark 006E,2110
E09000028,Southwark,E01003980,Southwark 013A,2016
E09000028,Southwark,E01003981,Southwark 006F,1596
E09000028,Southwark,E01003983,Southwark 018A,1976
E09000028,Southwark,E01003984,Southwark 023A,2325
E09000028,Southwark,E01003986,Southwark 011A,1536
E09000028,Southwark,E01003987,Southwark 011B,1863
E09000028,Southwark,E01003988,Southwark 018B,2036
E09000028,Southwark,E01003989,Southwark 018C,2276
E09000028,Southwark,E01003990,Southwark 018D,2286
E09000028,Southwark,E01003991,Southwark 017C,1326
E09000028,Southwark,E01003992,Southwark 014A,1605
E09000028,Southwark,E01003993,Southwark 017D,2001
E09000028,Southwark,E01003994,Southwark 012E,1881
E09000028,Southwark,E01003995,Southwark 014B,1374
E09000028,Southwark,E01003997,Southwark 017E,1270
E09000028,Southwark,E01003998,Southwark 014D,1386
E09000028,Southwark,E01003999,Southwark 014E,1436
E09000028,Southwark,E01004000,Southwark 026A,1925
E09000028,Southwark,E01004001,Southwark 026B,1782
E09000028,Southwark,E01004002,Southwark 029A,1664
E09000028,Southwark,E01004003,Southwark 023B,1816
E09000028,Southwark,E01004004,Southwark 023C,2566
E09000028,Southwark,E01004005,Southwark 023D,2319
E09000028,Southwark,E01004006,Southwark 023E,1846
E09000028,Southwark,E01004007,Southwark 018E,1452
E09000028,Southwark,E01004008,Southwark 022B,2097
E09000028,Southwark,E01004010,Southwark 022D,1549
E09000028,Southwark,E01004011,Southwark 019B,2042
E09000028,Southwark,E01004012,Southwark 019C,2358
E09000028,Southwark,E01004013,Southwark 019D,1728
E09000028,Southwark,E01004014,Southwark 019E,2210
E09000028,Southwark,E01004015,Southwark 028C,1713
E09000028,Southwark,E01004016,Southwark 029B,2557
E09000028,Southwark,E01004017,Southwark 029C,1665
E09000028,Southwark,E01004018,Southwark 032E,1866
E09000028,Southwark,E01004019,Southwark 026C,2068
E09000028,Southwark,E01004020,Southwark 029D,1745
E09000028,Southwark,E01004021,Southwark 028D,2088
E09000028,Southwark,E01004023,Southwark 004D,1575
E09000028,Southwark,E01004024,Southwark 011C,2031
E09000028,Southwark,E01004028,Southwark 004E,2352
E09000028,Southwark,E01004029,Southwark 001A,2027
E09000028,Southwark,E01004030,Southwark 007A,1527
E09000028,Southwark,E01004031,Southwark 007B,2678
E09000028,Southwark,E01004032,Southwark 001B,1518
E09000028,Southwark,E01004033,Southwark 007C,2446
E09000028,Southwark,E01004034,Southwark 007D,1556
E09000028,Southwark,E01004035,Southwark 011D,1520
E09000028,Southwark,E01004036,Southwark 007E,2156
E09000028,Southwark,E01004037,Southwark 010B,2038
E09000028,Southwark,E01004038,Southwark 010C,2439
E09000028,Southwark,E01004039,Southwark 013B,1602
E09000028,Southwark,E01004040,Southwark 013C,1883
E09000028,Southwark,E01004041,Southwark 013D,1609
E09000028,Southwark,E01004042,Southwark 010D,2021
E09000028,Southwark,E01004043,Southwark 010E,1347
E09000028,Southwark,E01004044,Southwark 013E,1441
E09000028,Southwark,E01004045,Southwark 027A,1576
E09000028,Southwark,E01004046,Southwark 028E,1541
E09000028,Southwark,E01004047,Southwark 027B,1620
E09000028,Southwark,E01004048,Southwark 027C,1599
E09000028,Southwark,E01004049,Southwark 027D,1275
E09000028,Southwark,E01004050,Southwark 024D,1433
E09000028,Southwark,E01004051,Southwark 027E,1260
E09000028,Southwark,E01004052,Southwark 024E,1832
E09000028,Southwark,E01004053,Southwark 001C,1900
E09000028,Southwark,E01004054,Southwark 001D,1589
E09000028,Southwark,E01004055,Southwark 001E,1273
E09000028,Southwark,E01004056,Southwark 008A,2396
E09000028,Southwark,E01004057,Southwark 008B,2220
E09000028,Southwark,E01004058,Southwark 008C,1737
E09000028,Southwark,E01004059,Southwark 008D,2128
E09000028,Southwark,E01004060,Southwark 008E,1990
E09000028,Southwark,E01004061,Southwark 025A,1640
E09000028,Southwark,E01004062,Southwark 025B,2174
E09000028,Southwark,E01004063,Southwark 025C,1916
E09000028,Southwark,E01004064,Southwark 026D,1934
E09000028,Southwark,E01004065,Southwark 025D,1434
E09000028,Southwark,E01004066,Southwark 025E,2338
E09000028,Southwark,E01004067,Southwark 022E,2250
E09000028,Southwark,E01004068,Southwark 026E,1933
E09000028,Southwark,E01004069,Southwark 031A,1366
E09000028,Southwark,E01004070,Southwark 031B,1929
E09000028,Southwark,E01004071,Southwark 030D,1564
E09000028,Southwark,E01004072,Southwark 030E,1668
E09000028,Southwark,E01004073,Southwark 031C,1855
E09000028,Southwark,E01004074,Southwark 031D,1772
E09000028,Southwark,E01004075,Southwark 031E,1740
E09000028,Southwark,E01032583,Southwark 034D,2273
E09000028,Southwark,E01032584,Southwark 034E,1401
E09000028,Southwark,E01032637,Southwark 035E,1068
E09000028,Southwark,E01032638,Southwark 035D,1070
E09000028,Southwark,E01032639,Southwark 014F,2108
E09000028,Southwark,E01032640,Southwark 035B,958
E09000028,Southwark,E01032646,Southwark 036B,1546
E09000028,Southwark,E01032719,Southwark 014G,1517
E09000028,Southwark,E01032803,Southwark 036C,1478
E09000028,Southwark,E01032834,Southwark 035C,972
E09000028,Southwark,E01033867,Southwark 002F,1759
E09000028,Southwark,E01033868,Southwark 002G,1627
E09000028,Southwark,E01033869,Southwark 004F,1489
E09000028,Southwark,E01033870,Southwark 004G,1748
E09000028,Southwark,E01033871,Southwark 004H,1480
E09000028,Southwark,E01033872,Southwark 004I,1275
E09000028,Southwark,E01033873,Southwark 009G,2033
E09000028,Southwark,E01033874,Southwark 009H,1536
E09000028,Southwark,E01033875,Southwark 012G,1376
E09000028,Southwark,E01033876,Southwark 012H,1351
E09000028,Southwark,E01033877,Southwark 012I,1531
E09000028,Southwark,E01033878,Southwark 015F,1043
E09000028,Southwark,E01033879,Southwark 015G,2478
E09000028,Southwark,E01033880,Southwark 015H,2108
E09000028,Southwark,E01033881,Southwark 016F,1891
E09000028,Southwark,E01033882,Southwark 022G,1361
E09000028,Southwark,E01033883,Southwark 022H,1808
E09000028,Southwark,E01033884,Southwark 035A,1135
E09000028,Southwark,E01033885,Southwark 036A,1303
E09000029,Sutton,E01004076,Sutton 011A,1657
E09000029,Sutton,E01004077,Sutton 011B,1618
E09000029,Sutton,E01004078,Sutton 011C,1739
E09000029,Sutton,E01004079,Sutton 011D,1371
E09000029,Sutton,E01004080,Sutton 011E,1412
E09000029,Sutton,E01004081,Sutton 011F,1722
E09000029,Sutton,E01004082,Sutton 011G,1362
E09000029,Sutton,E01004083,Sutton 019A,1498
E09000029,Sutton,E01004084,Sutton 024A,1434
E09000029,Sutton,E01004085,Sutton 024B,1648
E09000029,Sutton,E01004086,Sutton 019B,2015
E09000029,Sutton,E01004087,Sutton 017A,1607
E09000029,Sutton,E01004088,Sutton 019C,1931
E09000029,Sutton,E01004089,Sutton 019D,1395
E09000029,Sutton,E01004090,Sutton 021A,1353
E09000029,Sutton,E01004091,Sutton 022A,1266
E09000029,Sutton,E01004092,Sutton 022B,1464
E09000029,Sutton,E01004093,Sutton 025A,1711
E09000029,Sutton,E01004094,Sutton 025B,1832
E09000029,Sutton,E01004095,Sutton 025C,1532
E09000029,Sutton,E01004096,Sutton 021B,1600
E09000029,Sutton,E01004097,Sutton 015A,1583
E09000029,Sutton,E01004098,Sutton 015B,1291
E09000029,Sutton,E01004099,Sutton 015C,1621
E09000029,Sutton,E01004100,Sutton 015D,1503
E09000029,Sutton,E01004101,Sutton 013A,1434
E09000029,Sutton,E01004102,Sutton 015E,1505
E09000029,Sutton,E01004103,Sutton 013B,1794
E09000029,Sutton,E01004104,Sutton 020A,1551
E09000029,Sutton,E01004105,Sutton 022C,1853
E09000029,Sutton,E01004106,Sutton 022D,1552
E09000029,Sutton,E01004107,Sutton 020B,1577
E09000029,Sutton,E01004108,Sutton 024C,1963
E09000029,Sutton,E01004109,Sutton 024D,1724
E09000029,Sutton,E01004110,Sutton 016A,1991
E09000029,Sutton,E01004111,Sutton 016B,1691
E09000029,Sutton,E01004112,Sutton 016C,1646
E09000029,Sutton,E01004114,Sutton 025D,1757
E09000029,Sutton,E01004115,Sutton 009A,1828
E09000029,Sutton,E01004116,Sutton 008A,1592
E09000029,Sutton,E01004117,Sutton 006A,1446
E09000029,Sutton,E01004118,Sutton 009B,1788
E09000029,Sutton,E01004119,Sutton 009C,1481
E09000029,Sutton,E01004120,Sutton 016D,1568
E09000029,Sutton,E01004121,Sutton 006B,1583
E09000029,Sutton,E01004122,Sutton 008B,1385
E09000029,Sutton,E01004123,Sutton 002A,2291
E09000029,Sutton,E01004124,Sutton 002B,1998
E09000029,Sutton,E01004125,Sutton 001A,1560
E09000029,Sutton,E01004126,Sutton 002C,1555
E09000029,Sutton,E01004127,Sutton 005A,1878
E09000029,Sutton,E01004128,Sutton 002D,1450
E09000029,Sutton,E01004129,Sutton 002E,1851
E09000029,Sutton,E01004130,Sutton 003A,1818
E09000029,Sutton,E01004131,Sutton 003B,1937
E09000029,Sutton,E01004132,Sutton 009D,1489
E09000029,Sutton,E01004133,Sutton 009E,1590
E09000029,Sutton,E01004134,Sutton 003C,1671
E09000029,Sutton,E01004135,Sutton 003D,1447
E09000029,Sutton,E01004136,Sutton 003E,1536
E09000029,Sutton,E01004137,Sutton 012A,3139
E09000029,Sutton,E01004138,Sutton 013C,1811
E09000029,Sutton,E01004139,Sutton 013D,1489
E09000029,Sutton,E01004140,Sutton 012B,1861
E09000029,Sutton,E01004141,Sutton 012C,1738
E09000029,Sutton,E01004143,Sutton 014A,1462
E09000029,Sutton,E01004144,Sutton 007A,1789
E09000029,Sutton,E01004145,Sutton 007B,2369
E09000029,Sutton,E01004146,Sutton 007C,1939
E09000029,Sutton,E01004147,Sutton 007D,1566
E09000029,Sutton,E01004148,Sutton 014B,1811
E09000029,Sutton,E01004149,Sutton 012E,1834
E09000029,Sutton,E01004150,Sutton 021C,2005
E09000029,Sutton,E01004151,Sutton 021D,1897
E09000029,Sutton,E01004152,Sutton 018A,1770
E09000029,Sutton,E01004153,Sutton 021E,1970
E09000029,Sutton,E01004154,Sutton 022E,1445
E09000029,Sutton,E01004155,Sutton 018B,1965
E09000029,Sutton,E01004156,Sutton 018C,2005
E09000029,Sutton,E01004157,Sutton 016E,1263
E09000029,Sutton,E01004158,Sutton 018D,1700
E09000029,Sutton,E01004159,Sutton 014C,1639
E09000029,Sutton,E01004160,Sutton 014D,1595
E09000029,Sutton,E01004161,Sutton 014E,1511
E09000029,Sutton,E01004162,Sutton 018E,1628
E09000029,Sutton,E01004163,Sutton 005B,1747
E09000029,Sutton,E01004164,Sutton 004A,1484
E09000029,Sutton,E01004165,Sutton 005C,1813
E09000029,Sutton,E01004166,Sutton 004B,1492
E09000029,Sutton,E01004167,Sutton 005D,1635
E09000029,Sutton,E01004168,Sutton 013E,1596
E09000029,Sutton,E01004169,Sutton 004C,1801
E09000029,Sutton,E01004170,Sutton 017B,2175
E09000029,Sutton,E01004171,Sutton 010A,1563
E09000029,Sutton,E01004172,Sutton 010B,1974
E09000029,Sutton,E01004173,Sutton 010C,1368
E09000029,Sutton,E01004174,Sutton 017C,1573
E09000029,Sutton,E01004175,Sutton 010D,1773
E09000029,Sutton,E01004176,Sutton 010E,1449
E09000029,Sutton,E01004177,Sutton 020C,1783
E09000029,Sutton,E01004178,Sutton 017D,2389
E09000029,Sutton,E01004179,Sutton 017E,1594
E09000029,Sutton,E01004180,Sutton 020D,1848
E09000029,Sutton,E01004181,Sutton 020E,1780
E09000029,Sutton,E01004182,Sutton 019E,1745
E09000029,Sutton,E01004183,Sutton 001B,1732
E09000029,Sutton,E01004184,Sutton 001C,1674
E09000029,Sutton,E01004185,Sutton 001D,2205
E09000029,Sutton,E01004186,Sutton 004D,1756
E09000029,Sutton,E01004187,Sutton 005E,1671
E09000029,Sutton,E01004189,Sutton 001E,2081
E09000029,Sutton,E01004190,Sutton 008C,1337
E09000029,Sutton,E01004191,Sutton 008D,1955
E09000029,Sutton,E01004192,Sutton 006C,1871
E09000029,Sutton,E01004193,Sutton 006D,2851
E09000029,Sutton,E01004194,Sutton 008E,1590
E09000029,Sutton,E01004195,Sutton 006E,1672
E09000029,Sutton,E01004196,Sutton 008F,1601
E09000029,Sutton,E01032623,Sutton 025E,1791
E09000029,Sutton,E01034153,Sutton 004F,1379
E09000029,Sutton,E01034154,Sutton 004G,1715
E09000029,Sutton,E01034155,Sutton 012F,2094
E09000029,Sutton,E01034156,Sutton 012G,1350
E09000030,Tower Hamlets,E01004198,Tower Hamlets 002B,1531
E09000030,Tower Hamlets,E01004199,Tower Hamlets 002C,1773
E09000030,Tower Hamlets,E01004200,Tower Hamlets 005A,1542
E09000030,Tower Hamlets,E01004201,Tower Hamlets 002D,1685
E09000030,Tower Hamlets,E01004202,Tower Hamlets 005B,2118
E09000030,Tower Hamlets,E01004203,Tower Hamlets 005C,1802
E09000030,Tower Hamlets,E01004204,Tower Hamlets 005D,1876
E09000030,Tower Hamlets,E01004205,Tower Hamlets 013A,2288
E09000030,Tower Hamlets,E01004206,Tower Hamlets 013B,1469
E09000030,Tower Hamlets,E01004207,Tower Hamlets 011A,1485
E09000030,Tower Hamlets,E01004208,Tower Hamlets 013C,2115
E09000030,Tower Hamlets,E01004209,Tower Hamlets 011B,1395
E09000030,Tower Hamlets,E01004211,Tower Hamlets 013D,1618
E09000030,Tower Hamlets,E01004212,Tower Hamlets 011D,2420
E09000030,Tower Hamlets,E01004214,Tower Hamlets 030A,1656
E09000030,Tower Hamlets,E01004216,Tower Hamlets 030B,1869
E09000030,Tower Hamlets,E01004217,Tower Hamlets 030C,2226
E09000030,Tower Hamlets,E01004218,Tower Hamlets 030D,1974
E09000030,Tower Hamlets,E01004219,Tower Hamlets 035B,2855
E09000030,Tower Hamlets,E01004221,Tower Hamlets 036A,1958
E09000030,Tower Hamlets,E01004222,Tower Hamlets 001A,2790
E09000030,Tower Hamlets,E01004223,Tower Hamlets 001B,2129
E09000030,Tower Hamlets,E01004226,Tower Hamlets 001D,2470
E09000030,Tower Hamlets,E01004228,Tower Hamlets 003A,2075
E09000030,Tower Hamlets,E01004229,Tower Hamlets 004C,1484
E09000030,Tower Hamlets,E01004230,Tower Hamlets 003B,2314
E09000030,Tower Hamlets,E01004231,Tower Hamlets 004D,1630
E09000030,Tower Hamlets,E01004232,Tower Hamlets 003C,1856
E09000030,Tower Hamlets,E01004233,Tower Hamlets 003D,2263
E09000030,Tower Hamlets,E01004234,Tower Hamlets 003E,2593
E09000030,Tower Hamlets,E01004235,Tower Hamlets 008A,1403
E09000030,Tower Hamlets,E01004236,Tower Hamlets 008B,1563
E09000030,Tower Hamlets,E01004237,Tower Hamlets 008C,1600
E09000030,Tower Hamlets,E01004239,Tower Hamlets 008E,1797
E09000030,Tower Hamlets,E01004240,Tower Hamlets 012A,1769
E09000030,Tower Hamlets,E01004241,Tower Hamlets 012B,1755
E09000030,Tower Hamlets,E01004243,Tower Hamlets 020A,1696
E09000030,Tower Hamlets,E01004244,Tower Hamlets 020B,2068
E09000030,Tower Hamlets,E01004245,Tower Hamlets 018A,3042
E09000030,Tower Hamlets,E01004247,Tower Hamlets 020C,2707
E09000030,Tower Hamlets,E01004248,Tower Hamlets 018C,1874
E09000030,Tower Hamlets,E01004249,Tower Hamlets 018D,2426
E09000030,Tower Hamlets,E01004251,Tower Hamlets 023A,2678
E09000030,Tower Hamlets,E01004255,Tower Hamlets 023C,1677
E09000030,Tower Hamlets,E01004256,Tower Hamlets 024C,1767
E09000030,Tower Hamlets,E01004257,Tower Hamlets 024D,2303
E09000030,Tower Hamlets,E01004258,Tower Hamlets 023D,1501
E09000030,Tower Hamlets,E01004259,Tower Hamlets 007A,1752
E09000030,Tower Hamlets,E01004260,Tower Hamlets 007B,1804
E09000030,Tower Hamlets,E01004263,Tower Hamlets 007C,1419
E09000030,Tower Hamlets,E01004264,Tower Hamlets 010C,1552
E09000030,Tower Hamlets,E01004266,Tower Hamlets 007D,1429
E09000030,Tower Hamlets,E01004267,Tower Hamlets 012D,2274
E09000030,Tower Hamlets,E01004268,Tower Hamlets 012E,1790
E09000030,Tower Hamlets,E01004270,Tower Hamlets 014B,2494
E09000030,Tower Hamlets,E01004271,Tower Hamlets 014C,2470
E09000030,Tower Hamlets,E01004272,Tower Hamlets 014D,2681
E09000030,Tower Hamlets,E01004274,Tower Hamlets 031A,1958
E09000030,Tower Hamlets,E01004275,Tower Hamlets 031B,2632
E09000030,Tower Hamlets,E01004276,Tower Hamlets 031C,2043
E09000030,Tower Hamlets,E01004277,Tower Hamlets 033A,1750
E09000030,Tower Hamlets,E01004280,Tower Hamlets 032A,2023
E09000030,Tower Hamlets,E01004281,Tower Hamlets 031D,2022
E09000030,Tower Hamlets,E01004283,Tower Hamlets 016A,2355
E09000030,Tower Hamlets,E01004286,Tower Hamlets 019C,2585
E09000030,Tower Hamlets,E01004287,Tower Hamlets 016B,2358
E09000030,Tower Hamlets,E01004288,Tower Hamlets 019D,1804
E09000030,Tower Hamlets,E01004289,Tower Hamlets 016C,1990
E09000030,Tower Hamlets,E01004290,Tower Hamlets 016D,2083
E09000030,Tower Hamlets,E01004291,Tower Hamlets 027A,1917
E09000030,Tower Hamlets,E01004292,Tower Hamlets 026A,1684
E09000030,Tower Hamlets,E01004293,Tower Hamlets 027B,2030
E09000030,Tower Hamlets,E01004295,Tower Hamlets 026C,2059
E09000030,Tower Hamlets,E01004296,Tower Hamlets 026D,2477
E09000030,Tower Hamlets,E01004297,Tower Hamlets 027C,1882
E09000030,Tower Hamlets,E01004298,Tower Hamlets 022A,1652
E09000030,Tower Hamlets,E01004300,Tower Hamlets 022B,1435
E09000030,Tower Hamlets,E01004301,Tower Hamlets 025B,1377
E09000030,Tower Hamlets,E01004302,Tower Hamlets 025C,1722
E09000030,Tower Hamlets,E01004303,Tower Hamlets 025D,2925
E09000030,Tower Hamlets,E01004304,Tower Hamlets 022C,2240
E09000030,Tower Hamlets,E01004305,Tower Hamlets 022D,1969
E09000030,Tower Hamlets,E01004306,Tower Hamlets 015A,1943
E09000030,Tower Hamlets,E01004307,Tower Hamlets 015B,2625
E09000030,Tower Hamlets,E01004308,Tower Hamlets 015C,1458
E09000030,Tower Hamlets,E01004309,Tower Hamlets 015D,2891
E09000030,Tower Hamlets,E01004310,Tower Hamlets 015E,2138
E09000030,Tower Hamlets,E01004311,Tower Hamlets 006A,1870
E09000030,Tower Hamlets,E01004312,Tower Hamlets 009A,1577
E09000030,Tower Hamlets,E01004313,Tower Hamlets 009B,2166
E09000030,Tower Hamlets,E01004315,Tower Hamlets 006C,1633
E09000030,Tower Hamlets,E01004316,Tower Hamlets 009C,1062
E09000030,Tower Hamlets,E01004319,Tower Hamlets 021A,2556
E09000030,Tower Hamlets,E01004321,Tower Hamlets 021C,2308
E09000030,Tower Hamlets,E01004322,Tower Hamlets 017A,1542
E09000030,Tower Hamlets,E01004323,Tower Hamlets 017B,1744
E09000030,Tower Hamlets,E01004324,Tower Hamlets 017C,1678
E09000030,Tower Hamlets,E01004326,Tower Hamlets 017D,1959
E09000030,Tower Hamlets,E01032764,Tower Hamlets 004E,2637
E09000030,Tower Hamlets,E01032765,Tower Hamlets 004F,1904
E09000030,Tower Hamlets,E01032767,Tower Hamlets 021F,1763
E09000030,Tower Hamlets,E01032768,Tower Hamlets 025E,1338
E09000030,Tower Hamlets,E01032769,Tower Hamlets 025F,1375
E09000030,Tower Hamlets,E01032770,Tower Hamlets 032B,2206
E09000030,Tower Hamlets,E01032771,Tower Hamlets 033B,2156
E09000030,Tower Hamlets,E01032772,Tower Hamlets 032C,2887
E09000030,Tower Hamlets,E01032774,Tower Hamlets 032E,1846
E09000030,Tower Hamlets,E01032775,Tower Hamlets 031F,1216
E09000030,Tower Hamlets,E01032776,Tower Hamlets 034D,2231
E09000030,Tower Hamlets,E01032777,Tower Hamlets 035A,1359
E09000030,Tower Hamlets,E01032779,Tower Hamlets 035C,1502
E09000030,Tower Hamlets,E01032780,Tower Hamlets 035D,3050
E09000030,Tower Hamlets,E01032781,Tower Hamlets 033C,1723
E09000030,Tower Hamlets,E01032782,Tower Hamlets 033D,2774
E09000030,Tower Hamlets,E01032783,Tower Hamlets 031G,1317
E09000030,Tower Hamlets,E01032784,Tower Hamlets 004G,1801
E09000030,Tower Hamlets,E01032785,Tower Hamlets 010E,2659
E09000030,Tower Hamlets,E01032786,Tower Hamlets 010F,1687
E09000030,Tower Hamlets,E01032787,Tower Hamlets 011F,2551
E09000030,Tower Hamlets,E01035657,Tower Hamlets 001E,1064
E09000030,Tower Hamlets,E01035658,Tower Hamlets 001F,1529
E09000030,Tower Hamlets,E01035659,Tower Hamlets 001G,1599
E09000030,Tower Hamlets,E01035660,Tower Hamlets 002E,1507
E09000030,Tower Hamlets,E01035661,Tower Hamlets 002F,1648
E09000030,Tower Hamlets,E01035662,Tower Hamlets 004H,1051
E09000030,Tower Hamlets,E01035663,Tower Hamlets 004I,1368
E09000030,Tower Hamlets,E01035664,Tower Hamlets 006E,2571
E09000030,Tower Hamlets,E01035665,Tower Hamlets 008F,1528
E09000030,Tower Hamlets,E01035666,Tower Hamlets 008G,1970
E09000030,Tower Hamlets,E01035667,Tower Hamlets 008H,2010
E09000030,Tower Hamlets,E01035668,Tower Hamlets 009E,2073
E09000030,Tower Hamlets,E01035669,Tower Hamlets 009F,1383
E09000030,Tower Hamlets,E01035670,Tower Hamlets 010G,4770
E09000030,Tower Hamlets,E01035671,Tower Hamlets 012F,2269
E09000030,Tower Hamlets,E01035672,Tower Hamlets 012G,3032
E09000030,Tower Hamlets,E01035673,Tower Hamlets 012H,1109
E09000030,Tower Hamlets,E01035674,Tower Hamlets 014F,1403
E09000030,Tower Hamlets,E01035675,Tower Hamlets 014G,1878
E09000030,Tower Hamlets,E01035676,Tower Hamlets 014H,1603
E09000030,Tower Hamlets,E01035677,Tower Hamlets 014I,1594
E09000030,Tower Hamlets,E01035678,Tower Hamlets 018E,2016
E09000030,Tower Hamlets,E01035679,Tower Hamlets 018F,1639
E09000030,Tower Hamlets,E01035680,Tower Hamlets 019E,1851
E09000030,Tower Hamlets,E01035681,Tower Hamlets 019F,2080
E09000030,Tower Hamlets,E01035682,Tower Hamlets 019G,1546
E09000030,Tower Hamlets,E01035683,Tower Hamlets 019H,1878
E09000030,Tower Hamlets,E01035684,Tower Hamlets 020E,1718
E09000030,Tower Hamlets,E01035685,Tower Hamlets 020F,1564
E09000030,Tower Hamlets,E01035686,Tower Hamlets 021G,1906
E09000030,Tower Hamlets,E01035687,Tower Hamlets 021H,1919
E09000030,Tower Hamlets,E01035688,Tower Hamlets 021I,2417
E09000030,Tower Hamlets,E01035689,Tower Hamlets 021J,1834
E09000030,Tower Hamlets,E01035690,Tower Hamlets 023E,2130
E09000030,Tower Hamlets,E01035691,Tower Hamlets 023F,1992
E09000030,Tower Hamlets,E01035692,Tower Hamlets 024E,1429
E09000030,Tower Hamlets,E01035693,Tower Hamlets 024F,1626
E09000030,Tower Hamlets,E01035694,Tower Hamlets 024G,2312
E09000030,Tower Hamlets,E01035695,Tower Hamlets 024H,1696
E09000030,Tower Hamlets,E01035696,Tower Hamlets 026E,1420
E09000030,Tower Hamlets,E01035697,Tower Hamlets 026F,1818
E09000030,Tower Hamlets,E01035698,Tower Hamlets 032F,1071
E09000030,Tower Hamlets,E01035699,Tower Hamlets 032G,1853
E09000030,Tower Hamlets,E01035700,Tower Hamlets 034A,1308
E09000030,Tower Hamlets,E01035701,Tower Hamlets 034B,1345
E09000030,Tower Hamlets,E01035702,Tower Hamlets 034C,1858
E09000030,Tower Hamlets,E01035703,Tower Hamlets 036B,1377
E09000030,Tower Hamlets,E01035704,Tower Hamlets 036C,1798
E09000030,Tower Hamlets,E01035705,Tower Hamlets 036D,1430
E09000030,Tower Hamlets,E01035706,Tower Hamlets 036E,1345
E09000031,Waltham Forest,E01004327,Waltham Forest 028A,1469
E09000031,Waltham Forest,E01004328,Waltham Forest 028B,1821
E09000031,Waltham Forest,E01004329,Waltham Forest 028C,1799
E09000031,Waltham Forest,E01004330,Waltham Forest 028D,1610
E09000031,Waltham Forest,E01004331,Waltham Forest 028E,1606
E09000031,Waltham Forest,E01004332,Waltham Forest 028F,1946
E09000031,Waltham Forest,E01004333,Waltham Forest 024A,1620
E09000031,Waltham Forest,E01004334,Waltham Forest 024B,1843
E09000031,Waltham Forest,E01004335,Waltham Forest 027A,1694
E09000031,Waltham Forest,E01004336,Waltham Forest 026A,1608
E09000031,Waltham Forest,E01004337,Waltham Forest 027B,1763
E09000031,Waltham Forest,E01004338,Waltham Forest 027C,1996
E09000031,Waltham Forest,E01004339,Waltham Forest 027D,1811
E09000031,Waltham Forest,E01004340,Waltham Forest 027E,1856
E09000031,Waltham Forest,E01004341,Waltham Forest 027F,1911
E09000031,Waltham Forest,E01004342,Waltham Forest 011A,2069
E09000031,Waltham Forest,E01004343,Waltham Forest 008A,1755
E09000031,Waltham Forest,E01004344,Waltham Forest 008B,1836
E09000031,Waltham Forest,E01004345,Waltham Forest 010A,1766
E09000031,Waltham Forest,E01004346,Waltham Forest 011B,1740
E09000031,Waltham Forest,E01004347,Waltham Forest 011C,2121
E09000031,Waltham Forest,E01004348,Waltham Forest 010B,2960
E09000031,Waltham Forest,E01004349,Waltham Forest 001A,1509
E09000031,Waltham Forest,E01004350,Waltham Forest 001B,1927
E09000031,Waltham Forest,E01004351,Waltham Forest 001C,1635
E09000031,Waltham Forest,E01004352,Waltham Forest 002A,1854
E09000031,Waltham Forest,E01004353,Waltham Forest 002B,1819
E09000031,Waltham Forest,E01004354,Waltham Forest 002C,2024
E09000031,Waltham Forest,E01004355,Waltham Forest 004A,1648
